egln3_Salmo_salar_1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	1.75	0.5	-1.44	-1.34	0.66	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67
egln3l_Oncorhynchus_mykiss_7687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	1.75	0.5	-1.44	-1.34	0.66	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	3.52	2.5	-3.5	1.99	-0.17
egln3l_Oncorhynchus_tshawytscha_1606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	1.75	0.5	-1.44	-1.34	0.66	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	3.52	2.5	-3.5	1.99	-0.17
egln3l_Salmo_salar_1226	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	3.11	0.26	-0.11	-3.04	-0.25	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3l_Oncorhynchus_mykiss_5778	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	3.11	0.26	-0.11	-3.04	-0.25	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3l_Oncorhynchus_tshawytscha_6840	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	3.11	0.26	-0.11	-3.04	-0.25	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3_Morone_saxatilis_7423	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3_Thunnus_maccoyii_1533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3l_Lates_calcarifer_1163	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3_Micropterus_salmoides_0676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3l_Betta_splendens_7957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	2.39	-1.07	1.15	-1.39	0.67	0.24	-2.32	0.6	-0.14	1.3	2.05	-4.06	0.36	-0.82	-0.38
egln3_Scophthalmus_maximus_6054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.36	3.94	0.59	3.44	-1.59	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
egln3_Perca_fluviatilis_9458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	-1.66	0.27	1.84	0.7	2	-4.28	-1.3	-1.49	-0.72	0.84	-1.66	0.27	1.84	0.7	2
egln3_Cyclopterus_lumpus_1209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.52	2.5	-3.5	1.99	-0.17	-4.28	-1.3	-1.49	-0.72	0.84	2.05	-4.06	0.36	-0.82	-0.38	2.05	-4.06	0.36	-0.82	-0.38
egln3_Oreochromis_niloticus_2648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	0.75	-2.18	-1.12	-1.46	-0.4	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	2.39	-1.07	1.15	-1.39	0.67
egln3l_Acanthochromis_polyacanthus_9938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.47	1.95	0.26	3.9	0.09	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	2.39	-1.07	1.15	-1.39	0.67	NA	NA	NA	NA	NA	2.39	-1.07	1.15	-1.39	0.67
egln3_Fundulus_heteroclitus_1426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	3.05	1.62	1.04	-1.15	1.61	2.39	-1.07	1.15	-1.39	0.67
egln3_Cyprinodon_variegatus_6869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	0.84	-1.67	3.71	0.18	-2.65	2.39	-1.07	1.15	-1.39	0.67
egln3_Poecilia_latipinna_3955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
egln3_Girardinichthys_multiradiatus_5976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	0.24	-2.32	0.6	-0.14	1.3	2.29	0.89	-2.49	1.49	0.31	3.11	0.26	-0.11	-3.04	-0.25	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67
