egln1a_Esox_lucius_6344	-4.28	-1.3	-1.49	-0.72	0.84	-4.28	-1.3	-1.49	-0.72	0.84	2.29	0.89	-2.49	1.49	0.31	3.98	0.93	1.93	-2.46	0.75	3.52	2.5	-3.5	1.99	-0.17	2.05	-4.06	0.36	-0.82	-0.38	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Salmo_salar_8747	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	2.05	-4.06	0.36	-0.82	-0.38	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Oncorhynchus_mykiss_1214	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	2.05	-4.06	0.36	-0.82	-0.38	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25
egln1al_Oncorhynchus_tshawytscha_2094	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	2.05	-4.06	0.36	-0.82	-0.38	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Gadus_morhua_9472	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25	2.05	-4.06	0.36	-0.82	-0.38	0.24	-2.32	0.6	-0.14	1.3	-4.28	-1.3	-1.49	-0.72	0.84	2.39	-1.07	1.15	-1.39	0.67	2.39	-1.07	1.15	-1.39	0.67	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Morone_saxatilis_9161	2.39	-1.07	1.15	-1.39	0.67	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	-1.66	0.27	1.84	0.7	2	-1.66	0.27	1.84	0.7	2	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Betta_splendens_0422	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	3.98	0.93	1.93	-2.46	0.75	0.24	-2.32	0.6	-0.14	1.3	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Scophthalmus_maximus_3363	NA	NA	NA	NA	NA	2.47	1.95	0.26	3.9	0.09	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Lates_calcarifer_5792	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.05	1.62	1.04	-1.15	1.61	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Thunnus_maccoyii_1342	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	-2.85	-0.22	0.47	1.94	-0.98	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Micropterus_salmoides_7249	2.39	-1.07	1.15	-1.39	0.67	3.11	0.26	-0.11	-3.04	-0.25	0.75	-2.18	-1.12	-1.46	-0.4	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Perca_fluviatilis_7839	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	2.29	0.89	-2.49	1.49	0.31	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Gasterosteus_aculeatus_1121	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Cyclopterus_lumpus_3686	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Acanthochromis_polyacanthus_9308	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Oreochromis_niloticus_6862	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	3.98	0.93	1.93	-2.46	0.75	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Fundulus_heteroclitus_1348_0184	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.05	1.62	1.04	-1.15	1.61	2.39	-1.07	1.15	-1.39	0.67	3.52	2.5	-3.5	1.99	-0.17	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Girardinichthys_multiradiatus_8848	NA	NA	NA	NA	NA	1.75	0.5	-1.44	-1.34	0.66	2.29	0.89	-2.49	1.49	0.31	2.05	-4.06	0.36	-0.82	-0.38	3.98	0.93	1.93	-2.46	0.75	2.39	-1.07	1.15	-1.39	0.67	3.98	0.93	1.93	-2.46	0.75	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Poecilia_latipinna_7736	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	-2.59	-2.64	-1.54	-0.85	-0.02	3.98	0.93	1.93	-2.46	0.75	2.39	-1.07	1.15	-1.39	0.67	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1a_Cyprinodon_variegatus_7820	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	2.29	0.89	-2.49	1.49	0.31	2.29	0.89	-2.49	1.49	0.31	2.47	1.95	0.26	3.9	0.09	3.52	2.5	-3.5	1.99	-0.17	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1b_Anguilla_anguilla_0609	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	3.98	0.93	1.93	-2.46	0.75	2.05	-4.06	0.36	-0.82	-0.38	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
elgn1bl_Clupea_harengus_3867	0.75	-2.18	-1.12	-1.46	-0.4	1.75	0.5	-1.44	-1.34	0.66	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	0.75	-2.18	-1.12	-1.46	-0.4	2.05	-4.06	0.36	-0.82	-0.38	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1b_Danio_rerio_6868	2.39	-1.07	1.15	-1.39	0.67	2.05	-4.06	0.36	-0.82	-0.38	1.75	0.5	-1.44	-1.34	0.66	3.98	0.93	1.93	-2.46	0.75	0.75	-2.18	-1.12	-1.46	-0.4	2.39	-1.07	1.15	-1.39	0.67	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Ctenopharyngodon_idella_2502	2.39	-1.07	1.15	-1.39	0.67	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25	0.84	-1.67	3.71	0.18	-2.65	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Cyprinus_carpio_9443	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Carassius_auratus_5383	2.39	-1.07	1.15	-1.39	0.67	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	-4.28	-1.3	-1.49	-0.72	0.84	3.11	0.26	-0.11	-3.04	-0.25	-2.54	2.44	0.43	0.04	-1.47	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Cyprinus_carpio_3801	2.39	-1.07	1.15	-1.39	0.67	0.75	-2.18	-1.12	-1.46	-0.4	-1.66	0.27	1.84	0.7	2	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25	-2.54	2.44	0.43	0.04	-1.47	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Carassius_auratus_1041	2.39	-1.07	1.15	-1.39	0.67	0.75	-2.18	-1.12	-1.46	-0.4	-1.66	0.27	1.84	0.7	2	-2.59	-2.64	-1.54	-0.85	-0.02	3.11	0.26	-0.11	-3.04	-0.25	-2.54	2.44	0.43	0.04	-1.47	-1.66	0.27	1.84	0.7	2	3.11	0.26	-0.11	-3.04	-0.25
egln1b_Esox_lucius_2318	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Salmo_salar_4814	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Oncorhynchus_mykiss_8917	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	2.05	-4.06	0.36	-0.82	-0.38	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Oncorhynchus_tshawytscha_5624	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Salmo_salar_5313	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Oncorhynchus_mykiss_6061	0.75	-2.18	-1.12	-1.46	-0.4	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25
egln1bl_Oncorhynchus_tshawytscha_5558	NA	NA	NA	NA	NA	3.11	0.26	-0.11	-3.04	-0.25	-1.66	0.27	1.84	0.7	2	3.52	2.5	-3.5	1.99	-0.17	0.75	-2.18	-1.12	-1.46	-0.4	0.24	-2.32	0.6	-0.14	1.3	3.11	0.26	-0.11	-3.04	-0.25	3.11	0.26	-0.11	-3.04	-0.25

